"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
543,145,"MEX","Mexico",14,"Jalisco",543,"El Grullo","Municipio","Municipality",NA,NA
544,145,"MEX","Mexico",14,"Jalisco",544,"El Limón","Municipio","Municipality",NA,"El Limon"
545,145,"MEX","Mexico",14,"Jalisco",545,"El Salto","Municipio","Municipality",NA,NA
546,145,"MEX","Mexico",14,"Jalisco",546,"Encarnación de Díaz","Municipio","Municipality",NA,"Encarnacion de Diaz"
547,145,"MEX","Mexico",14,"Jalisco",547,"Etzatlán","Municipio","Municipality",NA,"Etzatlan"
548,145,"MEX","Mexico",14,"Jalisco",548,"Gómez Farías","Municipio","Municipality",NA,"Gomez Farias"
549,145,"MEX","Mexico",14,"Jalisco",549,"Guachinango","Municipio","Municipality",NA,NA
550,145,"MEX","Mexico",14,"Jalisco",550,"Guadalajara","Municipio","Municipality",NA,NA
551,145,"MEX","Mexico",14,"Jalisco",551,"Hostotipaquillo","Municipio","Municipality",NA,NA
552,145,"MEX","Mexico",14,"Jalisco",552,"Huejúcar","Municipio","Municipality",NA,"Huejucar"
553,145,"MEX","Mexico",14,"Jalisco",553,"Huejuquilla el Alto","Municipio","Municipality",NA,NA
554,145,"MEX","Mexico",14,"Jalisco",554,"Ixtlahuacán de los Membrillos","Municipio","Municipality",NA,"Ixtlahuacan de los Membrillos"
555,145,"MEX","Mexico",14,"Jalisco",555,"Ixtlahuacán del Río","Municipio","Municipality",NA,"Ixtlahuacan del Rio"
556,145,"MEX","Mexico",14,"Jalisco",556,"Jalostotitlán","Municipio","Municipality",NA,"Jalostotitlan"
557,145,"MEX","Mexico",14,"Jalisco",557,"Jamay","Municipio","Municipality",NA,NA
558,145,"MEX","Mexico",14,"Jalisco",558,"Jesús María","Municipio","Municipality",NA,"Jesus Maria"
559,145,"MEX","Mexico",14,"Jalisco",559,"Jilotlán de los Dolores","Municipio","Municipality",NA,"Jilotlan de los Dolores"
560,145,"MEX","Mexico",14,"Jalisco",560,"Jocotepec","Municipio","Municipality",NA,NA
561,145,"MEX","Mexico",14,"Jalisco",561,"Juanacatlán","Municipio","Municipality",NA,"Juanacatlan"
562,145,"MEX","Mexico",14,"Jalisco",562,"Juchitlán","Municipio","Municipality",NA,"Juchitlan"
563,145,"MEX","Mexico",14,"Jalisco",563,"La Barca","Municipio","Municipality",NA,NA
564,145,"MEX","Mexico",14,"Jalisco",564,"La Huerta","Municipio","Municipality",NA,NA
565,145,"MEX","Mexico",14,"Jalisco",565,"La Manzanilla de la Paz","Municipio","Municipality",NA,NA
566,145,"MEX","Mexico",14,"Jalisco",566,"Lago de Chapala","Municipio","Municipality",NA,"NA"
567,145,"MEX","Mexico",14,"Jalisco",567,"Lagos de Moreno","Municipio","Municipality",NA,NA
568,145,"MEX","Mexico",14,"Jalisco",568,"Magdalena","Municipio","Municipality",NA,NA
569,145,"MEX","Mexico",14,"Jalisco",569,"Manuel M. Dieguez","Municipio","Municipality",NA,NA
570,145,"MEX","Mexico",14,"Jalisco",570,"Mascota","Municipio","Municipality",NA,NA
571,145,"MEX","Mexico",14,"Jalisco",571,"Mazamitla","Municipio","Municipality",NA,NA
572,145,"MEX","Mexico",14,"Jalisco",572,"Mexticacán","Municipio","Municipality",NA,"Mexticacan"
573,145,"MEX","Mexico",14,"Jalisco",573,"Mezquitic","Municipio","Municipality",NA,NA
574,145,"MEX","Mexico",14,"Jalisco",574,"Mixtlán","Municipio","Municipality",NA,"Mixtlan"
575,145,"MEX","Mexico",14,"Jalisco",575,"Ocotlán","Municipio","Municipality",NA,"Ocotlan"
576,145,"MEX","Mexico",14,"Jalisco",576,"Ojuelos de Jalisco","Municipio","Municipality",NA,NA
577,145,"MEX","Mexico",14,"Jalisco",577,"Pihuamo","Municipio","Municipality",NA,NA
578,145,"MEX","Mexico",14,"Jalisco",578,"Poncitlán","Municipio","Municipality",NA,"Poncitlan"
579,145,"MEX","Mexico",14,"Jalisco",579,"Puerto Vallarta","Municipio","Municipality",NA,NA
580,145,"MEX","Mexico",14,"Jalisco",580,"Quitupan","Municipio","Municipality",NA,NA
581,145,"MEX","Mexico",14,"Jalisco",581,"San Cristóbal de la Barranca","Municipio","Municipality",NA,"San Cristobal de la Barranca"
582,145,"MEX","Mexico",14,"Jalisco",582,"San Diego de Alejandría","Municipio","Municipality",NA,"San Diego de Alejandria"
583,145,"MEX","Mexico",14,"Jalisco",583,"San Juan de los Lagos","Municipio","Municipality",NA,NA
584,145,"MEX","Mexico",14,"Jalisco",584,"San Julián","Municipio","Municipality",NA,"San Julian"
585,145,"MEX","Mexico",14,"Jalisco",585,"San Marcos","Municipio","Municipality",NA,NA
586,145,"MEX","Mexico",14,"Jalisco",586,"San Martín de Bolaños","Municipio","Municipality",NA,NA
587,145,"MEX","Mexico",14,"Jalisco",587,"San Martín Hidalgo","Municipio","Municipality",NA,NA
588,145,"MEX","Mexico",14,"Jalisco",588,"San Miguel el Alto","Municipio","Municipality",NA,NA
589,145,"MEX","Mexico",14,"Jalisco",589,"San Sebastián del Oeste","Municipio","Municipality",NA,NA
590,145,"MEX","Mexico",14,"Jalisco",590,"Santa María de los Angeles","Municipio","Municipality",NA,NA
591,145,"MEX","Mexico",14,"Jalisco",591,"Sayula","Municipio","Municipality",NA,NA
592,145,"MEX","Mexico",14,"Jalisco",592,"Tala","Municipio","Municipality",NA,NA
593,145,"MEX","Mexico",14,"Jalisco",593,"Talpa de Allende","Municipio","Municipality",NA,NA
594,145,"MEX","Mexico",14,"Jalisco",594,"Tamazula de Gordiano","Municipio","Municipality",NA,NA
595,145,"MEX","Mexico",14,"Jalisco",595,"Tapalpa","Municipio","Municipality",NA,NA
596,145,"MEX","Mexico",14,"Jalisco",596,"Tecalitlán","Municipio","Municipality",NA,"Tecalitlan"
597,145,"MEX","Mexico",14,"Jalisco",597,"Techaluta de Montenegro","Municipio","Municipality",NA,NA
598,145,"MEX","Mexico",14,"Jalisco",598,"Tecolotlán","Municipio","Municipality",NA,NA
599,145,"MEX","Mexico",14,"Jalisco",599,"Tenamaxtlán","Municipio","Municipality",NA,"Tenamaxtlan"
600,145,"MEX","Mexico",14,"Jalisco",600,"Teocaltiche","Municipio","Municipality",NA,NA
601,145,"MEX","Mexico",14,"Jalisco",601,"Teocuitatlán de Corona","Municipio","Municipality",NA,"Teocuitatlan de Corona"
602,145,"MEX","Mexico",14,"Jalisco",602,"Tepatitlán de Morelos","Municipio","Municipality",NA,NA
603,145,"MEX","Mexico",14,"Jalisco",603,"Tequila","Municipio","Municipality",NA,NA
604,145,"MEX","Mexico",14,"Jalisco",604,"Teuchitlán","Municipio","Municipality",NA,NA
605,145,"MEX","Mexico",14,"Jalisco",605,"Tizapán el Alto","Municipio","Municipality",NA,NA
606,145,"MEX","Mexico",14,"Jalisco",606,"Tlajomulco de Zúñiga","Municipio","Municipality",NA,NA
607,145,"MEX","Mexico",14,"Jalisco",607,"Tlaquepaque","Municipio","Municipality",NA,NA
608,145,"MEX","Mexico",14,"Jalisco",608,"Tolimán","Municipio","Municipality",NA,NA
609,145,"MEX","Mexico",14,"Jalisco",609,"Tomatlán","Municipio","Municipality",NA,NA
610,145,"MEX","Mexico",14,"Jalisco",610,"Tonalá","Municipio","Municipality",NA,NA
611,145,"MEX","Mexico",14,"Jalisco",611,"Tonaya","Municipio","Municipality",NA,NA
612,145,"MEX","Mexico",14,"Jalisco",612,"Tonila","Municipio","Municipality",NA,NA
613,145,"MEX","Mexico",14,"Jalisco",613,"Totatiche","Municipio","Municipality",NA,NA
614,145,"MEX","Mexico",14,"Jalisco",614,"Tototlán","Municipio","Municipality",NA,"Tototlan"
615,145,"MEX","Mexico",14,"Jalisco",615,"Tuxcacuesco","Municipio","Municipality",NA,NA
616,145,"MEX","Mexico",14,"Jalisco",616,"Tuxcueca","Municipio","Municipality",NA,NA
617,145,"MEX","Mexico",14,"Jalisco",617,"Tuxpan","Municipio","Municipality",NA,NA
618,145,"MEX","Mexico",14,"Jalisco",618,"Unión de San Antonio","Municipio","Municipality",NA,"Union de San Antonio"
619,145,"MEX","Mexico",14,"Jalisco",619,"Unión de Tula","Municipio","Municipality",NA,"Union de Tula"
620,145,"MEX","Mexico",14,"Jalisco",620,"Valle de Guadalupe","Municipio","Municipality",NA,NA
621,145,"MEX","Mexico",14,"Jalisco",621,"Valle de Juárez","Municipio","Municipality",NA,NA
622,145,"MEX","Mexico",14,"Jalisco",622,"Villa Corona","Municipio","Municipality",NA,NA
623,145,"MEX","Mexico",14,"Jalisco",623,"Villa Guerrero","Municipio","Municipality",NA,NA
624,145,"MEX","Mexico",14,"Jalisco",624,"Villa Hidalgo","Municipio","Municipality",NA,NA
625,145,"MEX","Mexico",14,"Jalisco",625,"Villa Purificación","Municipio","Municipality",NA,"Villa Purificacion"
626,145,"MEX","Mexico",14,"Jalisco",626,"Yahualica de González Gallo","Municipio","Municipality",NA,NA
627,145,"MEX","Mexico",14,"Jalisco",627,"Zacoalco de Torres","Municipio","Municipality",NA,NA
628,145,"MEX","Mexico",14,"Jalisco",628,"Zapopan","Municipio","Municipality",NA,NA
629,145,"MEX","Mexico",14,"Jalisco",629,"Zapotiltic","Municipio","Municipality",NA,NA
630,145,"MEX","Mexico",14,"Jalisco",630,"Zapotitlán de Vadillo","Municipio","Municipality",NA,"Zapotitlan de Vadillo"
631,145,"MEX","Mexico",14,"Jalisco",631,"Zapotlán del Rey","Municipio","Municipality",NA,"Zapotlan del Rey"
632,145,"MEX","Mexico",14,"Jalisco",632,"Zapotlanejo","Municipio","Municipality",NA,NA
633,145,"MEX","Mexico",15,"México",633,"Acambay","Municipio","Municipality",NA,NA
634,145,"MEX","Mexico",15,"México",634,"Acolman","Municipio","Municipality",NA,NA
635,145,"MEX","Mexico",15,"México",635,"Aculco","Municipio","Municipality",NA,NA
636,145,"MEX","Mexico",15,"México",636,"Almoloya de Alquisiras","Municipio","Municipality",NA,NA
637,145,"MEX","Mexico",15,"México",637,"Almoloya de Juárez","Municipio","Municipality",NA,"Almoloya de Juarez"
638,145,"MEX","Mexico",15,"México",638,"Almoloya del Río","Municipio","Municipality",NA,"Almoloya del Rio"
639,145,"MEX","Mexico",15,"México",639,"Amanalco","Municipio","Municipality",NA,NA
640,145,"MEX","Mexico",15,"México",640,"Amatepec","Municipio","Municipality",NA,NA
641,145,"MEX","Mexico",15,"México",641,"Amecameca","Municipio","Municipality",NA,NA
642,145,"MEX","Mexico",15,"México",642,"Apaxco","Municipio","Municipality",NA,NA
643,145,"MEX","Mexico",15,"México",643,"Atenco","Municipio","Municipality",NA,NA
644,145,"MEX","Mexico",15,"México",644,"Atizapán de Zaragoza","Municipio","Municipality",NA,"Atizapan de Zaragoza"
645,145,"MEX","Mexico",15,"México",645,"Atizapán","Municipio","Municipality",NA,"Atizapan"
646,145,"MEX","Mexico",15,"México",646,"Atlacomulco","Municipio","Municipality",NA,NA
647,145,"MEX","Mexico",15,"México",647,"Atlautla","Municipio","Municipality",NA,NA
648,145,"MEX","Mexico",15,"México",648,"Axapusco","Municipio","Municipality",NA,NA
649,145,"MEX","Mexico",15,"México",649,"Ayapango","Municipio","Municipality",NA,NA
650,145,"MEX","Mexico",15,"México",650,"Calimaya","Municipio","Municipality",NA,NA
651,145,"MEX","Mexico",15,"México",651,"Capulhuac","Municipio","Municipality",NA,NA
652,145,"MEX","Mexico",15,"México",652,"Chalco","Municipio","Municipality",NA,NA
653,145,"MEX","Mexico",15,"México",653,"Chapa de Mota","Municipio","Municipality",NA,NA
654,145,"MEX","Mexico",15,"México",654,"Chapultepec","Municipio","Municipality",NA,NA
655,145,"MEX","Mexico",15,"México",655,"Chiautla","Municipio","Municipality",NA,NA
656,145,"MEX","Mexico",15,"México",656,"Chicoloapan","Municipio","Municipality",NA,NA
657,145,"MEX","Mexico",15,"México",657,"Chiconcuac","Municipio","Municipality",NA,NA
658,145,"MEX","Mexico",15,"México",658,"Chimalhuacán","Municipio","Municipality",NA,NA
659,145,"MEX","Mexico",15,"México",659,"Coacalco de Berriozábal","Municipio","Municipality",NA,"Coacalco"
660,145,"MEX","Mexico",15,"México",660,"Coatepec Harinas","Municipio","Municipality",NA,NA
661,145,"MEX","Mexico",15,"México",661,"Cocotitlán","Municipio","Municipality",NA,"Cocotitlan"
662,145,"MEX","Mexico",15,"México",662,"Coyotepec","Municipio","Municipality",NA,NA
663,145,"MEX","Mexico",15,"México",663,"Cuautitlán Izcalli","Municipio","Municipality",NA,"Cuautitlan Izcalli"
664,145,"MEX","Mexico",15,"México",664,"Cuautitlán","Municipio","Municipality",NA,"Cuautitlan"
665,145,"MEX","Mexico",15,"México",665,"Donato Guerra","Municipio","Municipality",NA,NA
666,145,"MEX","Mexico",15,"México",666,"Ecatepec de Morelos","Municipio","Municipality",NA,"Ecatepec"
667,145,"MEX","Mexico",15,"México",667,"Ecatzingo","Municipio","Municipality",NA,NA
668,145,"MEX","Mexico",15,"México",668,"El Oro","Municipio","Municipality",NA,NA
669,145,"MEX","Mexico",15,"México",669,"Huehuetoca","Municipio","Municipality",NA,NA
670,145,"MEX","Mexico",15,"México",670,"Hueypoxtla","Municipio","Municipality",NA,NA
671,145,"MEX","Mexico",15,"México",671,"Huixquilucan","Municipio","Municipality",NA,NA
672,145,"MEX","Mexico",15,"México",672,"Isidro Fabela","Municipio","Municipality",NA,NA
673,145,"MEX","Mexico",15,"México",673,"Ixtapaluca","Municipio","Municipality",NA,NA
674,145,"MEX","Mexico",15,"México",674,"Ixtapan de la Sal","Municipio","Municipality",NA,NA
675,145,"MEX","Mexico",15,"México",675,"Ixtapan del Oro","Municipio","Municipality",NA,NA
676,145,"MEX","Mexico",15,"México",676,"Ixtlahuaca","Municipio","Municipality",NA,NA
677,145,"MEX","Mexico",15,"México",677,"Jalatlaco","Municipio","Municipality",NA,NA
678,145,"MEX","Mexico",15,"México",678,"Jaltenco","Municipio","Municipality",NA,NA
679,145,"MEX","Mexico",15,"México",679,"Jilotepec","Municipio","Municipality",NA,NA
680,145,"MEX","Mexico",15,"México",680,"Jilotzingo","Municipio","Municipality",NA,NA
681,145,"MEX","Mexico",15,"México",681,"Jiquipilco","Municipio","Municipality",NA,NA
682,145,"MEX","Mexico",15,"México",682,"Jocotitlán","Municipio","Municipality",NA,"Jocotitlan"
683,145,"MEX","Mexico",15,"México",683,"Joquicingo","Municipio","Municipality",NA,NA
684,145,"MEX","Mexico",15,"México",684,"Juchitepec","Municipio","Municipality",NA,NA
685,145,"MEX","Mexico",15,"México",685,"La Paz","Municipio","Municipality",NA,NA
686,145,"MEX","Mexico",15,"México",686,"Lerma","Municipio","Municipality",NA,NA
687,145,"MEX","Mexico",15,"México",687,"Malinalco","Municipio","Municipality",NA,NA
688,145,"MEX","Mexico",15,"México",688,"Melchor Ocampo","Municipio","Municipality",NA,NA
689,145,"MEX","Mexico",15,"México",689,"Metepec","Municipio","Municipality",NA,NA
690,145,"MEX","Mexico",15,"México",690,"Mexicaltzingo","Municipio","Municipality",NA,"Mexicalcingo"
691,145,"MEX","Mexico",15,"México",691,"Morelos","Municipio","Municipality",NA,NA
692,145,"MEX","Mexico",15,"México",692,"Naucalpan de Juárez","Municipio","Municipality",NA,"Naucalpan"
693,145,"MEX","Mexico",15,"México",693,"Nextlalpan","Municipio","Municipality",NA,NA
694,145,"MEX","Mexico",15,"México",694,"Nezahualcóyotl","Municipio","Municipality",NA,"Nezahualcoyotl"
695,145,"MEX","Mexico",15,"México",695,"Nicolás Romero","Municipio","Municipality",NA,"Nicolas Romero"
696,145,"MEX","Mexico",15,"México",696,"Nopaltepec","Municipio","Municipality",NA,NA
697,145,"MEX","Mexico",15,"México",697,"Ocoyoacac","Municipio","Municipality",NA,NA
698,145,"MEX","Mexico",15,"México",698,"Ocuilan","Municipio","Municipality",NA,NA
699,145,"MEX","Mexico",15,"México",699,"Otumba","Municipio","Municipality",NA,NA
700,145,"MEX","Mexico",15,"México",700,"Otzoloapan","Municipio","Municipality",NA,NA
701,145,"MEX","Mexico",15,"México",701,"Otzolotepec","Municipio","Municipality",NA,NA
702,145,"MEX","Mexico",15,"México",702,"Ozumba","Municipio","Municipality",NA,NA
703,145,"MEX","Mexico",15,"México",703,"Papalotla","Municipio","Municipality",NA,NA
704,145,"MEX","Mexico",15,"México",704,"Polotitlán","Municipio","Municipality",NA,"Polotitlan"
705,145,"MEX","Mexico",15,"México",705,"Rayón","Municipio","Municipality",NA,"Rayon"
706,145,"MEX","Mexico",15,"México",706,"San Antonio La Isla","Municipio","Municipality",NA,NA
707,145,"MEX","Mexico",15,"México",707,"San Felipe del Progreso","Municipio","Municipality",NA,NA
708,145,"MEX","Mexico",15,"México",708,"San Martín de las Piráámides","Municipio","Municipality",NA,NA
709,145,"MEX","Mexico",15,"México",709,"San Mateo Atenco","Municipio","Municipality",NA,NA
710,145,"MEX","Mexico",15,"México",710,"San Simón de Guerrero","Municipio","Municipality",NA,NA
711,145,"MEX","Mexico",15,"México",711,"Santo Tomás","Municipio","Municipality",NA,NA
712,145,"MEX","Mexico",15,"México",712,"Soyaniquilpan de Juárez","Municipio","Municipality",NA,"Soyaniquilpan de Juarez"
713,145,"MEX","Mexico",15,"México",713,"Sultepec","Municipio","Municipality",NA,NA
714,145,"MEX","Mexico",15,"México",714,"Tecámac","Municipio","Municipality",NA,"Tecamac"
715,145,"MEX","Mexico",15,"México",715,"Tejupilco","Municipio","Municipality",NA,NA
716,145,"MEX","Mexico",15,"México",716,"Temamatla","Municipio","Municipality",NA,NA
717,145,"MEX","Mexico",15,"México",717,"Temascalapa","Municipio","Municipality",NA,NA
718,145,"MEX","Mexico",15,"México",718,"Temascalcingo","Municipio","Municipality",NA,NA
719,145,"MEX","Mexico",15,"México",719,"Temascaltepec","Municipio","Municipality",NA,NA
720,145,"MEX","Mexico",15,"México",720,"Temoaya","Municipio","Municipality",NA,NA
721,145,"MEX","Mexico",15,"México",721,"Tenancingo","Municipio","Municipality",NA,NA
722,145,"MEX","Mexico",15,"México",722,"Tenango del Aire","Municipio","Municipality",NA,NA
723,145,"MEX","Mexico",15,"México",723,"Tenango del Valle","Municipio","Municipality",NA,NA
724,145,"MEX","Mexico",15,"México",724,"Teoloyucán","Municipio","Municipality",NA,NA
725,145,"MEX","Mexico",15,"México",725,"Teotihuacán","Municipio","Municipality",NA,NA
726,145,"MEX","Mexico",15,"México",726,"Tepetlaoxtoc","Municipio","Municipality",NA,NA
727,145,"MEX","Mexico",15,"México",727,"Tepetlixpa","Municipio","Municipality",NA,"Tepetlixpan"
728,145,"MEX","Mexico",15,"México",728,"Tepotzotlán","Municipio","Municipality",NA,"Tepotzotlan"
729,145,"MEX","Mexico",15,"México",729,"Tequixquiac","Municipio","Municipality",NA,NA
730,145,"MEX","Mexico",15,"México",730,"Texcaltitlán","Municipio","Municipality",NA,"Texcaltitlan"
731,145,"MEX","Mexico",15,"México",731,"Texcalyacac","Municipio","Municipality",NA,"Tlexcalyacac"
732,145,"MEX","Mexico",15,"México",732,"Texcoco","Municipio","Municipality",NA,NA
733,145,"MEX","Mexico",15,"México",733,"Tezoyuca","Municipio","Municipality",NA,NA
734,145,"MEX","Mexico",15,"México",734,"Tianguistenco","Municipio","Municipality",NA,NA
735,145,"MEX","Mexico",15,"México",735,"Timilpan","Municipio","Municipality",NA,NA
736,145,"MEX","Mexico",15,"México",736,"Tlalmanalco","Municipio","Municipality",NA,NA
737,145,"MEX","Mexico",15,"México",737,"Tlalnepantla","Municipio","Municipality",NA,NA
738,145,"MEX","Mexico",15,"México",738,"Tlatlaya","Municipio","Municipality",NA,NA
739,145,"MEX","Mexico",15,"México",739,"Toluca","Municipio","Municipality",NA,NA
740,145,"MEX","Mexico",15,"México",740,"Tonatico","Municipio","Municipality",NA,NA
741,145,"MEX","Mexico",15,"México",741,"Tultepec","Municipio","Municipality",NA,NA
742,145,"MEX","Mexico",15,"México",742,"Tultitlán","Municipio","Municipality",NA,"Tultitlan"
743,145,"MEX","Mexico",15,"México",743,"Valle de Bravo","Municipio","Municipality",NA,NA
744,145,"MEX","Mexico",15,"México",744,"Villa de Allende","Municipio","Municipality",NA,NA
745,145,"MEX","Mexico",15,"México",745,"Villa del Carbón","Municipio","Municipality",NA,"Villa del Carbon"
746,145,"MEX","Mexico",15,"México",746,"Villa Guerrero","Municipio","Municipality",NA,NA
747,145,"MEX","Mexico",15,"México",747,"Villa Victoria","Municipio","Municipality",NA,NA
748,145,"MEX","Mexico",15,"México",748,"Xonacatlán","Municipio","Municipality",NA,"Xonacatlan"
749,145,"MEX","Mexico",15,"México",749,"Zacazonapan","Municipio","Municipality",NA,NA
750,145,"MEX","Mexico",15,"México",750,"Zacualpan","Municipio","Municipality",NA,NA
751,145,"MEX","Mexico",15,"México",751,"Zinacatepec","Municipio","Municipality",NA,NA
752,145,"MEX","Mexico",15,"México",752,"Zumpahuacan","Municipio","Municipality",NA,NA
753,145,"MEX","Mexico",15,"México",753,"Zumpango","Municipio","Municipality",NA,NA
754,145,"MEX","Mexico",16,"Michoacán",754,"Álvaro Obregón","Municipio","Municipality",NA,"Alvaro Obregon"
755,145,"MEX","Mexico",16,"Michoacán",755,"Acuitzio","Municipio","Municipality",NA,NA
756,145,"MEX","Mexico",16,"Michoacán",756,"Aguililla","Municipio","Municipality",NA,NA
757,145,"MEX","Mexico",16,"Michoacán",757,"Angamacutiro","Municipio","Municipality",NA,NA
758,145,"MEX","Mexico",16,"Michoacán",758,"Angangueo","Municipio","Municipality",NA,NA
759,145,"MEX","Mexico",16,"Michoacán",759,"Apatzingán","Municipio","Municipality",NA,"Apatzingan"
760,145,"MEX","Mexico",16,"Michoacán",760,"Aporo","Municipio","Municipality",NA,NA
761,145,"MEX","Mexico",16,"Michoacán",761,"Aquila","Municipio","Municipality",NA,NA
762,145,"MEX","Mexico",16,"Michoacán",762,"Ario","Municipio","Municipality",NA,NA
763,145,"MEX","Mexico",16,"Michoacán",763,"Arteaga","Municipio","Municipality",NA,NA
764,145,"MEX","Mexico",16,"Michoacán",764,"Briseñas","Municipio","Municipality",NA,"Brisenas"
765,145,"MEX","Mexico",16,"Michoacán",765,"Buenavista","Municipio","Municipality",NA,NA
766,145,"MEX","Mexico",16,"Michoacán",766,"Carácuaro","Municipio","Municipality",NA,"Caracuaro"
767,145,"MEX","Mexico",16,"Michoacán",767,"Charapan","Municipio","Municipality",NA,NA
768,145,"MEX","Mexico",16,"Michoacán",768,"Charo","Municipio","Municipality",NA,NA
769,145,"MEX","Mexico",16,"Michoacán",769,"Chavinda","Municipio","Municipality",NA,NA
770,145,"MEX","Mexico",16,"Michoacán",770,"Cherán","Municipio","Municipality",NA,"Cheran"
771,145,"MEX","Mexico",16,"Michoacán",771,"Chilchota","Municipio","Municipality",NA,NA
772,145,"MEX","Mexico",16,"Michoacán",772,"Chinicuila","Municipio","Municipality",NA,NA
773,145,"MEX","Mexico",16,"Michoacán",773,"Chucándiro","Municipio","Municipality",NA,"Chucandiro"
774,145,"MEX","Mexico",16,"Michoacán",774,"Churintzio","Municipio","Municipality",NA,NA
775,145,"MEX","Mexico",16,"Michoacán",775,"Churumuco","Municipio","Municipality",NA,NA
776,145,"MEX","Mexico",16,"Michoacán",776,"Coahuayana","Municipio","Municipality",NA,NA
777,145,"MEX","Mexico",16,"Michoacán",777,"Coalcomán de Vázquez Pallares","Municipio","Municipality",NA,"Coalcoman de Vasquez Pallres"
778,145,"MEX","Mexico",16,"Michoacán",778,"Coeneo","Municipio","Municipality",NA,NA
779,145,"MEX","Mexico",16,"Michoacán",779,"Cojumatlán de Régules","Municipio","Municipality",NA,"Cojumatlan de Regules"
780,145,"MEX","Mexico",16,"Michoacán",780,"Contepec","Municipio","Municipality",NA,NA
781,145,"MEX","Mexico",16,"Michoacán",781,"Copándaro","Municipio","Municipality",NA,"Copandaro"
782,145,"MEX","Mexico",16,"Michoacán",782,"Cotija","Municipio","Municipality",NA,NA
783,145,"MEX","Mexico",16,"Michoacán",783,"Cuitzeo","Municipio","Municipality",NA,NA
784,145,"MEX","Mexico",16,"Michoacán",784,"Ecuandureo","Municipio","Municipality",NA,NA
785,145,"MEX","Mexico",16,"Michoacán",785,"Epitacio Huerta","Municipio","Municipality",NA,NA
786,145,"MEX","Mexico",16,"Michoacán",786,"Erongarícuaro","Municipio","Municipality",NA,"Erongaricuaro"
787,145,"MEX","Mexico",16,"Michoacán",787,"Gabriel Zamora","Municipio","Municipality",NA,NA
788,145,"MEX","Mexico",16,"Michoacán",788,"Hidalgo","Municipio","Municipality",NA,NA
789,145,"MEX","Mexico",16,"Michoacán",789,"Huandacareo","Municipio","Municipality",NA,NA
790,145,"MEX","Mexico",16,"Michoacán",790,"Huaniqueo","Municipio","Municipality",NA,NA
791,145,"MEX","Mexico",16,"Michoacán",791,"Huetamo","Municipio","Municipality",NA,NA
792,145,"MEX","Mexico",16,"Michoacán",792,"Huiramba","Municipio","Municipality",NA,NA
793,145,"MEX","Mexico",16,"Michoacán",793,"Indoparapeo","Municipio","Municipality",NA,"Indaparapeo"
794,145,"MEX","Mexico",16,"Michoacán",794,"Irimbo","Municipio","Municipality",NA,NA
795,145,"MEX","Mexico",16,"Michoacán",795,"Ixtlán","Municipio","Municipality",NA,"Ixtlan"
796,145,"MEX","Mexico",16,"Michoacán",796,"Jacona","Municipio","Municipality",NA,NA
797,145,"MEX","Mexico",16,"Michoacán",797,"Jiménez","Municipio","Municipality",NA,"Jimenez"
798,145,"MEX","Mexico",16,"Michoacán",798,"Jiquilpan","Municipio","Municipality",NA,NA
799,145,"MEX","Mexico",16,"Michoacán",799,"José Sixto Verduzco","Municipio","Municipality",NA,"Jose Sixto Verduzco"
800,145,"MEX","Mexico",16,"Michoacán",800,"Juárez","Municipio","Municipality",NA,"Juarez"
801,145,"MEX","Mexico",16,"Michoacán",801,"Jungapeo","Municipio","Municipality",NA,NA
802,145,"MEX","Mexico",16,"Michoacán",802,"La Huacana","Municipio","Municipality",NA,NA
803,145,"MEX","Mexico",16,"Michoacán",803,"La Piedad","Municipio","Municipality",NA,NA
804,145,"MEX","Mexico",16,"Michoacán",804,"Lázaro Cárdenas","Municipio","Municipality",NA,"Lazaro Cardenas"
805,145,"MEX","Mexico",16,"Michoacán",805,"Lagunillas","Municipio","Municipality",NA,NA
806,145,"MEX","Mexico",16,"Michoacán",806,"Los Reyes","Municipio","Municipality",NA,NA
807,145,"MEX","Mexico",16,"Michoacán",807,"Madero","Municipio","Municipality",NA,NA
808,145,"MEX","Mexico",16,"Michoacán",808,"Múgica","Municipio","Municipality",NA,"Mugica"
809,145,"MEX","Mexico",16,"Michoacán",809,"Maravatío","Municipio","Municipality",NA,"Maravatio"
810,145,"MEX","Mexico",16,"Michoacán",810,"Marcos Castellanos","Municipio","Municipality",NA,NA
811,145,"MEX","Mexico",16,"Michoacán",811,"Morelia","Municipio","Municipality",NA,NA
812,145,"MEX","Mexico",16,"Michoacán",812,"Morelos","Municipio","Municipality",NA,NA
813,145,"MEX","Mexico",16,"Michoacán",813,"Nahuatzen","Municipio","Municipality",NA,NA
814,145,"MEX","Mexico",16,"Michoacán",814,"Nocupétaro","Municipio","Municipality",NA,"Nocupetaro"
815,145,"MEX","Mexico",16,"Michoacán",815,"Nuevo Paranguricutiro","Municipio","Municipality",NA,"Nuevo Parangaricutiro"
816,145,"MEX","Mexico",16,"Michoacán",816,"Nuevo Urecho","Municipio","Municipality",NA,NA
817,145,"MEX","Mexico",16,"Michoacán",817,"Numarán","Municipio","Municipality",NA,"Numaran"
818,145,"MEX","Mexico",16,"Michoacán",818,"Ocampo","Municipio","Municipality",NA,NA
